word,entry_type_code,region_code,source_code,note
visiting cards,phrase,uk,oald_8,
vita,root,us,oald_8,
vitaminise,root,uk,mwcd_11,
vocalise,root,uk,mwcd_11,
volatilise,root,uk,mwcd_11,
vulcanisate,root,uk,mwcd_11,
vulcanisation,root,uk,mwcd_11,
vulcanise,root,uk,mwcd_11,
vulgarise,root,uk,mwcd_11,
vuvuzela,root,safr,oald_8,
wad up,phrase,us,opvd_2,
wadded up,phrase,us,opvd_2,
wadding up,phrase,us,opvd_2,
wads up,phrase,us,opvd_2,
waggon,root,uk,oald_8,
waistcoat,root,uk,oald_8,
was buddied up,phrase,us,opvd_2,
was light on,phrase,uk,oald_8,
was on about,phrase,uk,opvd_2,
was on at,phrase,uk,opvd_2,
was through with,phrase,us,opvd_2,
was wee,phrase,scot,ode_2,
wash up,phrase,us,blog_cambridge,
washcloth,root,name,oald_8,
washed up,phrase,us,blog_cambridge,
washes up,phrase,us,blog_cambridge,
washing line,phrase,uk,oald_8,
washing lines,phrase,uk,oald_8,
washing up,phrase,us,blog_cambridge,
waste paper basket,phrase,uk,oald_8,
waste paper baskets,phrase,uk,oald_8,
wastebasket,root,name,oald_8,
water butt,phrase,uk,oald_8,
water butts,phrase,uk,oald_8,
water fountain,phrase,name,oald_8,
water fountains,phrase,name,oald_8,
water gun,phrase,name,oald_8,
water guns,phrase,name,oald_8,
water ice,phrase,uk,oald_8,
watercolor,root,us,oald_8,
watercolorist,root,us,oald_8,
we shall,phrase,uk,cambridge,
wee,root,uk,ode_2,
weed,inflection,uk,ode_2,
weeing,inflection,uk,ode_2,
weenie,root,name,oald_8,
weer,inflection,scot,ode_2,
wees,inflection,uk,ode_2,
weest,inflection,scot,ode_2,
went on at,phrase,uk,opvd_2,
went round the bend,phrase,uk,oald_8,
went round the twist,phrase,uk,oald_8,
were buddied up,phrase,us,opvd_2,
were light on,phrase,uk,oald_8,
were on about,phrase,uk,opvd_2,
were on at,phrase,uk,opvd_2,
were through with,phrase,us,opvd_2,
were wee,phrase,scot,ode_2,
westernise,root,uk,mwcd_11,
wheel clamp,phrase,uk,oald_8,
wheel clamps,phrase,uk,oald_8,
"when it rains, it pours",phrase,name,oald_8,
wilful,root,uk,oald_8,
willfull,root,name,oald_8,
window shade,phrase,name,oald_8,
window shades,phrase,name,oald_8,
windscreen,root,uk,oald_8,
windshield,root,name,oald_8,
within an ace of,phrase,uk,oald_8,
wodge,root,uk,mwcd_11,
wog,root,uk,mwcd_11,
womanise,root,uk,mwcd_11,
woolen,root,name,oald_8,
woolens,root,name,oald_8,
woollen,root,uk,oald_8,
woollens,root,uk,oald_8,
wooly,root,name,oald_8,
work out,phrase,uk,blog_cambridge,
worked out,phrase,uk,blog_cambridge,
working out,phrase,uk,blog_cambridge,
works out,phrase,uk,blog_cambridge,
workshop,root,name,oald_8,
wowser,root,austral,oald_8,
wowser,root,nz,oald_8,
wpc,root,uk,oald_8,
yaar,root,ind,oald_8,
yabber,root,austral,mwcd_11,
yale lock,phrase,uk,oald_8,
yale locks,phrase,uk,oald_8,
yard sale,phrase,name,oald_8,
yard sales,phrase,name,oald_8,
yardie,root,uk,oald_8,
yauld,root,scot,mwcd_11,
yeuk,root,scot,mwcd_11,
yodeled,inflection,us,oald_8,
yodeling,inflection,us,oald_8,
z-axis,root,austral,mwcd_11,
z-axis,root,can,mwcd_11,
z-axis,root,uk,mwcd_11,
zebra crossing,phrase,uk,oald_8,
zebra crossings,phrase,uk,oald_8,
zio gun,phrase,name,oald_8,
zio guns,phrase,name,oald_8,
zip code,phrase,us,oald_8,
zip codes,phrase,us,oald_8,
zip fastener,phrase,uk,oald_8,
zip fasteners,phrase,uk,oald_8,
zip-up,root,uk,oald_8,
ziploc bag,phrase,name,oald_8,
ziploc bags,phrase,name,oald_8,
zipper,root,name,oald_8,
zit,root,name,oald_8,
zoogloea,root,uk,mw,
zoogloeal,root,uk,mw,
zucchini,root,name,oald_8,
zwieback,root,name,oald_8,
